ID;residual sugar;chlorides;flavanoids;free sulfur dioxide;total sulfur dioxide;density;pH;magnesium;sulphates;alcohol;lightness;quality
2644;5,2;0,047;0,38;24;151;0,99527;3,22;0,12;0,47;10,3;0,11;5
2645;9,6;0,119;0,38;56;178;0,99578;3,15;0,88;0,44;10,2;0,11;6
2646;5,2;0,048;0,38;38;113;0,99352;3,33;0,36;0,44;10,1;0,12;7
2647;1,2;0,046;0,38;9;71;0,99199;3,7;0,97;0,68;10,9;0,1;7
2648;0,8;0,037;0,38;43;127;0,99198;3,24;0,22;0,51;9,3;0,11;5
2649;14,45;0,057;0,38;29;144;0,99756;3,33;0,79;0,54;10,2;0,12;6
2650;9,6;0,119;0,38;56;178;0,99578;3,15;0,57;0,44;10,2;0,1;6
2651;6,9;0,066;0,38;43;162;0,99561;3,11;0,91;0,53;9,5;0,11;5
2652;3,4;0,069;0,38;25;146;0,99347;3,18;0,25;0,4;9,3;0,12;5
2653;2,3;0,018;0,38;45;80;0,98936;3,06;0,57;0,34;12,9;0,09;7
2654;11;0,042;0,38;45;148;0,99786;3,14;0,50;0,46;8,7;0,12;5
2655;5,95;0,081;0,38;76;303;0,99705;3,4;0,56;0,57;9,4;0,12;5
2656;5,1;0,034;0,38;71;204;0,9942;3,23;0,60;0,69;10,1;0,1;5
2657;5,4;0,039;0,38;60;196;0,9948;3,19;0,52;0,78;10;0,12;4
2658;1,2;0,05;0,38;51;129;0,99116;3,27;0,50;0,69;11,1;0,1;7
2659;12,6;0,052;0,38;65;158;0,99688;3,26;0,09;0,7;10,3;0,1;7
2660;1;0,033;0,38;27;73;0,98974;3,24;0,02;0,41;12,2;0,09;6
2661;6,6;0,067;0,38;35;156;0,99542;3,11;0,63;0,48;9,3;0,13;6
2662;1,5;0,041;0,38;46;178;0,99154;3,19;0,40;0,56;11,3;0,11;6
2663;1;0,043;0,38;46;110;0,99118;3,04;0,02;0,65;10,8;0,11;6
2664;1,1;0,033;0,38;15;86;0,99044;2,98;0,52;0,39;11,2;0,1;8
2665;6,6;0,03;0,38;36;91;0,9914;3,32;0,07;0,45;12,5;0,08;7
2666;8,2;0,05;0,38;15;122;0,9979;3,39;0,54;0,49;9,3;0,12;5
2667;2;0,03;0,38;38;142;0,98892;3,4;0,71;0,41;12,9;0,08;7
2668;1,4;0,039;0,38;21;131;0,99114;3,2;0,40;0,45;11,2;0,11;7
2669;2;0,039;0,38;21;120;0,99188;3;0,82;1;12,6;0,1;6
2670;7,5;0,046;0,38;45;179;0,99583;3,2;0,17;0,49;9,3;0,11;5
2671;2;0,03;0,38;38;142;0,98892;3,4;0,44;0,41;12,9;0,09;7
2672;2;0,03;0,38;38;142;0,98892;3,41;0,05;0,41;12,9;0,1;7
2673;13,3;0,049;0,38;46;120;0,99704;3,2;0,86;0,36;9,5;0,11;7
2674;2,85;0,037;0,38;5;24;0,9911;3,19;0,65;0,36;11,9;0,09;6
2675;5,6;0,032;0,38;23;120;0,99334;2,93;0,20;0,66;10,3;0,11;7
2676;5,6;0,033;0,38;23;120;0,99334;2,92;0,67;0,66;10,3;0,11;7
2677;1;0,031;0,38;33;93;0,99094;3,06;0,76;0,68;11,2;0,1;6
2678;3,2;0,03;0,38;32;150;0,99014;3,18;0,02;0,31;12;0,1;6
2679;1;0,042;0,38;21;144;0,99304;3,13;0,51;0,4;9,6;0,12;5
2680;7,1;0,041;0,38;29;110;0,99652;3,2;0,91;0,42;9,2;0,12;6
2681;2,4;0,029;0,38;52;119;0,98944;3,03;0,37;0,33;12,9;0,09;6
2682;11,2;0,061;0,38;46;149;0,99772;2,99;0,18;0,59;9,3;0,11;6
2683;9,5;0,03;0,38;15;136;0,99367;3,1;0,04;0,44;12,1;0,08;6
2684;1;0,042;0,38;21;144;0,99304;3,13;0,63;0,4;9,6;0,11;5
2685;1,8;0,026;0,38;35;128;0,99183;3,37;0,93;0,48;11,2;0,09;6
2686;2,6;0,029;0,38;28;98;0,99126;3,11;0,78;0,37;11,2;0,1;7
2687;2,4;0,029;0,38;52;119;0,98944;3,03;0,81;0,33;12,9;0,08;6
2688;8;0,042;0,38;56;187;0,99577;3,21;0,89;0,46;9,2;0,13;5
2689;11,2;0,061;0,38;46;149;0,99772;2,99;0,62;0,59;9,3;0,13;6
2690;7,1;0,041;0,38;29;110;0,99652;3,2;0,63;0,42;9,2;0,12;6
2691;3,3;0,041;0,38;26;124;0,99428;3,18;0,67;0,5;9,3;0,11;6
2692;10,3;0,03;0,38;26;108;0,99388;3,2;0,26;0,36;10,7;0,11;6
2693;1,2;0,024;0,38;20;166;0,99208;3,05;0,06;0,54;9,8;0,11;6
2694;1,6;0,036;0,38;28;143;0,99256;3,3;0,06;0,54;10,3;0,1;6
2695;10,3;0,03;0,38;26;108;0,99388;3,2;0,03;0,36;10,7;0,1;6
2696;9,65;0,025;0,38;26;121;0,9925;3,28;0,29;0,38;11,3;0,1;6
2697;16,4;0,048;0,38;36;182;0,99904;3,02;0,25;0,49;8,8;0,12;6
2698;1,5;0,043;0,38;16;104;0,99216;3,18;0,87;0,5;10,8;0,1;5
2699;1,2;0,024;0,38;20;166;0,99208;3,05;0,97;0,54;9,8;0,1;6
2700;3,3;0,041;0,38;26;124;0,99428;3,18;0,63;0,5;9,3;0,13;6
2701;5;0,027;0,38;15;72;0,99165;3,26;0,94;0,6;11,5;0,1;7
2702;16,3;0,038;0,38;43;133;0,99924;3,26;0,09;0,41;8,8;0,12;5
2703;16,3;0,038;0,38;43;133;0,99924;3,26;0,80;0,41;8,8;0,12;5
2704;16,3;0,038;0,38;43;133;0,99924;3,26;0,82;0,41;8,8;0,13;5
2705;6,5;0,17;0,38;68;201;0,9956;3,19;0,66;0,38;9,4;0,12;6
2706;6,4;0,171;0,38;64;200;0,99562;3,19;0,41;0,38;9,4;0,11;6
2707;10,2;0,045;0,38;59;209;0,9972;3,16;0,33;0,63;9,6;0,1;6
2708;16,3;0,038;0,38;43;133;0,99924;3,26;0,67;0,41;8,8;0,12;5
2709;7,4;0,044;0,38;56;189;0,9958;3,22;0,32;0,48;9,3;0,11;6
2710;13,7;0,044;0,38;66;184;0,99976;3,22;0,99;0,75;8,9;0,11;5
2711;13,7;0,044;0,38;66;184;0,99976;3,22;0,10;0,75;8,9;0,12;5
2712;1,3;0,049;0,38;25;155;0,99296;3,74;0,69;0,43;10;0,1;5
2713;7,4;0,045;0,38;47;182;0,9957;3,24;0,17;0,46;9,1;0,11;5
2714;7,4;0,044;0,38;56;189;0,9958;3,22;0,98;0,48;9,3;0,12;6
2715;7,45;0,043;0,38;59;188;0,99579;3,2;0,74;0,5;9,4;0,12;6
2716;7,2;0,04;0,38;46;179;0,99541;3,14;0,31;0,6;10,1;0,11;6
2717;13,7;0,044;0,38;66;184;0,99976;3,22;0,11;0,75;8,9;0,13;5
2718;10,4;0,046;0,38;59;143;0,99518;3,2;0,24;0,4;10,8;0,11;6
2719;1,1;0,028;0,38;18;69;0,99168;3,24;0,16;0,54;10;0,12;6
2720;6,5;0,029;0,38;53;160;0,99276;3,03;0,61;0,38;10,9;0,11;6
2721;4,6;0,027;0,38;29;92;0,99085;3,15;0,81;0,38;12;0,1;7
2722;13,9;0,043;0,38;22;171;0,99873;2,99;0,41;0,8;9,3;0,13;5
2723;5,2;0,03;0,38;32;101;0,99172;3,22;0,73;0,62;12,3;0,1;7
2724;1,7;0,038;0,38;29;129;0,99312;3,45;0,84;0,56;10,4;0,11;6
2725;6,5;0,029;0,38;53;160;0,99276;3,03;0,73;0,38;10,9;0,1;6
2726;16,4;0,045;0,38;62;153;0,9972;3,22;0,42;0,42;10,5;0,12;5
2727;3,6;0,036;0,38;22;91;0,99278;3,41;0,36;0,5;9,8;0,12;6
2728;1,5;0,041;0,38;34;121;0,99092;3,06;0,19;0,46;10,5;0,11;6
2729;12,4;0,051;0,38;86;213;0,9962;3,16;0,74;0,51;9,9;0,1;6
2730;1,7;0,035;0,38;24;79;0,99053;3,27;0,25;0,69;11,4;0,1;7
2731;6,2;0,06;0,38;41;190;0,99858;3,18;0,67;0,51;9,2;0,13;5
2732;6,2;0,051;0,38;30;173;0,9984;3,09;0,37;0,53;9,7;0,11;5
2733;2,6;0,049;0,38;13;135;0,99335;3,09;0,09;0,51;10;0,1;5
2734;1,7;0,035;0,38;24;79;0,99053;3,27;0,74;0,69;11,4;0,1;7
2735;9,3;0,048;0,38;50;141;0,9949;3,13;0,15;0,49;10,3;0,11;6
2736;12,4;0,051;0,38;86;213;0,9962;3,16;0,76;0,51;9,9;0,1;6
2737;1,5;0,041;0,38;34;121;0,99092;3,06;0,08;0,46;10,5;0,1;6
2738;9,1;0,047;0,38;29;95;0,99532;3,16;1,00;0,47;9,8;0,11;7
2739;12;0,067;0,38;24;131;0,99727;3,19;0,67;0,34;9,3;0,12;5
2740;4,8;0,034;0,38;25;100;0,99026;3,08;0,00;0,47;12,4;0,1;7
2741;12,3;0,048;0,38;54;145;0,99668;3,16;0,12;0,42;9,3;0,12;6
2742;12;0,067;0,38;24;131;0,99727;3,19;0,82;0,34;9,3;0,12;5
2743;2,7;0,048;0,38;49;165;0,9952;3,26;0,81;0,72;9,5;0,12;6
2744;3,6;0,034;0,38;9;45;0,99144;3,08;0,92;0,4;10,5;0,11;6
2745;3,6;0,034;0,38;9;45;0,99144;3,08;0,17;0,4;10,5;0,1;6
2746;4,3;0,032;0,38;19;99;0,99015;3,26;0,48;0,53;12,8;0,1;7
2747;1,8;0,045;0,38;44;142;0,9914;2,99;0,74;0,45;10,8;0,1;6
2748;11,8;0,057;0,38;48;127;0,99693;3,1;0,73;0,55;10;0,1;6
2749;1,8;0,045;0,38;96;170;0,99035;3,38;0,86;0,9;11,8;0,09;8
2750;11,8;0,057;0,38;48;127;0,99693;3,1;0,69;0,55;10;0,1;6
2751;1,8;0,045;0,38;96;170;0,99035;3,38;0,04;0,9;11,8;0,09;8
2752;1,4;0,036;0,38;38;108;0,99006;3,19;0,81;0,66;12;0,09;6
2753;6,6;0,025;0,38;15;138;0,99126;3,18;0,64;0,46;12,6;0,09;6
2754;1,55;0,026;0,38;15;70;0,98994;3,37;0,53;0,4;11,9;0,09;8
2755;0,7;0,027;0,38;5;28;0,98985;3,13;0,72;0,32;10,6;0,1;5
2756;6,4;0,082;0,38;47;240;0,9971;3,42;0,81;0,48;9,2;0,12;5
2757;11,8;0,059;0,38;42;240;0,99882;3,17;0,54;0,52;10;0,11;6
2758;4,3;0,038;0,38;18;97;0,99477;3,36;0,18;0,46;9,2;0,13;5
2759;5,1;0,039;0,38;19;103;0,99478;3,36;0,09;0,47;9,3;0,11;6
2760;5,8;0,055;0,38;25;144;0,99576;3,24;0,06;0,54;10,2;0,12;6
2761;5,9;0,054;0,38;25;148;0,99578;3,25;0,45;0,54;10,2;0,12;6
2762;1,3;0,06;0,38;51;154;0,99354;3,14;0,07;0,51;8,7;0,12;5
2763;1,4;0,05;0,38;8;163;0,99244;3,24;0,46;0,42;10,7;0,11;5
2764;1,2;0,048;0,38;4;119;0,99084;3,18;0,23;0,34;12,1;0,09;6
2765;7,4;0,05;0,38;58;152;0,99612;3,12;0,23;0,37;9,5;0,12;6
2766;10,8;0,028;0,38;17;118;0,99356;3,18;0,39;0,37;11,2;0,1;6
2767;1,8;0,034;0,38;36;95;0,98952;2,93;0,22;0,59;12;0,09;6
2768;7,4;0,05;0,38;58;152;0,99612;3,12;0,70;0,37;9,5;0,11;6
2769;1,2;0,048;0,38;4;119;0,99084;3,18;0,02;0,34;12,1;0,1;6
2770;1,4;0,05;0,38;8;163;0,99244;3,24;0,92;0,42;10,7;0,09;5
2771;14,4;0,048;0,38;29;228;0,99955;3,26;0,19;0,54;8,8;0,13;7
2772;1,7;0,052;0,38;36;135;0,99374;3,8;0,32;0,66;10,8;0,11;6
2773;3,6;0,026;0,38;39;138;0,9892;3,31;0,37;0,37;13,1;0,08;7
2774;3,6;0,035;0,38;22;93;0,99144;3,08;0,59;0,6;12,5;0,09;7
2775;10,05;0,045;0,38;37;131;0,99352;3,09;0,37;0,33;11,7;0,09;8
2776;10,05;0,045;0,38;37;131;0,99352;3,09;0,03;0,33;11,7;0,1;8
2777;10,5;0,045;0,38;35;135;0,9935;3,09;0,99;0,33;11,6;0,11;8
2778;1,9;0,043;0,38;24;111;0,99237;3,29;0,39;0,54;11,3;0,09;6
2779;3,6;0,035;0,38;22;93;0,99144;3,08;0,58;0,6;12,5;0,08;7
2780;1,65;0,025;0,38;42;103;0,99022;3,11;0,79;0,45;11,4;0,09;5
2781;1,9;0,036;0,38;4;117;0,99032;3,4;0,84;0,44;12,2;0,1;5
2782;65,8;0,074;0,38;8;160;1,03898;3,39;0,97;0,69;11,7;0,1;6
2783;6,85;0,053;0,38;32;211;0,99587;3,31;0,71;0,59;10,4;0,11;6
2784;7,4;0,053;0,38;32;211;0,99587;3,31;0,74;0,59;10,4;0,11;6
2785;7,4;0,053;0,38;32;211;0,99587;3,31;0,14;0,59;10,4;0,11;6
2786;20,2;0,083;0,38;35;157;0,99976;3,17;0,95;0,5;9,1;0,12;5
2787;11;0,034;0,38;8;70;0,99354;3,05;0,09;0,41;12,2;0,09;6
2788;20,2;0,083;0,38;35;157;0,99976;3,17;0,23;0,5;9,1;0,12;5
2789;6,2;0,066;0,38;41;176;0,99552;3,12;0,40;0,54;9,4;0,11;5
2790;6,2;0,065;0,38;42;178;0,99552;3,11;0,01;0,53;9,4;0,11;5
2791;6,85;0,053;0,38;32;211;0,99587;3,31;0,94;0,59;10,4;0,11;6
2792;8;0,047;0,38;61;189;0,99604;3,22;0,49;0,49;9,2;0,13;5
2793;8,2;0,046;0,38;52;183;0,99584;3,2;0,25;0,51;9,4;0,12;5
2794;2,2;0,033;0,38;39;107;0,98894;3,22;0,52;0,53;13,5;0,09;7
2795;10,1;0,053;0,38;37;151;0,9963;3,07;0,64;0,4;9,4;0,12;5
2796;7,2;0,028;0,38;15;83;0,993;3,13;0,95;0,55;10,9;0,1;8
2797;2,2;0,033;0,38;39;107;0,98894;3,22;0,50;0,53;13,5;0,09;7
2798;10,1;0,053;0,38;37;151;0,9963;3,07;0,02;0,4;9,4;0,13;5
2799;1,6;0,036;0,38;34;114;0,99068;3,19;0,67;0,45;11,4;0,09;7
2800;1,3;0,036;0,38;45;125;0,98964;3,19;0,60;0,51;12,4;0,08;7
2801;8;0,047;0,38;61;189;0,99604;3,22;0,03;0,49;9,2;0,13;5
2802;8,2;0,046;0,38;52;183;0,99584;3,2;0,76;0,51;9,4;0,12;5
2803;5,3;0,038;0,38;8;79;0,9923;3,3;0,58;0,39;10,5;0,1;6
2804;14;0,031;0,38;16;99;0,99437;3,26;0,93;0,38;11,5;0,09;8
2805;7,2;0,028;0,38;15;83;0,993;3,13;0,67;0,55;10,9;0,1;8
2806;1,6;0,04;0,38;36;123;0,99238;3,34;0,01;0,44;10,8;0,1;6
2807;11,8;0,038;0,38;52;148;0,99801;3,03;0,08;0,46;8,9;0,13;5
2808;9,6;0,039;0,38;53;151;0,99802;3,03;0,51;0,46;8,9;0,12;5
2809;6,1;0,042;0,38;60;184;0,99566;3,2;0,18;0,5;9,4;0,11;6
2810;2,7;0,049;0,38;25;153;0,99067;3,44;0,79;0,73;12,2;0,09;7
2811;3,6;0,025;0,38;22;100;0,99066;2,99;0,82;0,47;12,1;0,08;7
2812;1,7;0,03;0,38;23;128;0,9929;3,17;0,05;0,66;10,9;0,09;5
2813;1,6;0,026;0,38;27;109;0,9934;3,34;0,56;0,58;10,1;0,12;6
2814;2,7;0,049;0,38;25;153;0,99067;3,44;0,28;0,73;12,2;0,09;7
2815;1;0,032;0,38;14;71;0,98912;3,31;0,48;0,38;13;0,08;7
2816;0,9;0,038;0,38;15;72;0,99066;3,23;0,24;0,39;11;0,1;5
2817;1,6;0,052;0,38;24;126;0,99228;3,19;0,37;0,49;10,8;0,11;5
2818;1;0,032;0,38;14;71;0,98912;3,31;0,39;0,38;13;0,08;7
2819;10,6;0,052;0,38;69;148;0,9958;2,91;0,76;0,34;9,3;0,12;4
2820;2;0,042;0,38;63;123;0,99052;3,44;0,30;0,42;11,4;0,1;6
2821;1,2;0,152;0,38;49;120;0,99312;2,99;0,16;0,38;9,2;0,13;5
2822;6,2;0,056;0,38;42;241;0,9968;3,5;0,02;0,6;9,9;0,1;5
2823;9,2;0,044;0,38;25;150;0,99502;3,22;0,32;0,44;10,5;0,11;5
2824;5;0,04;0,38;18;56;0,99084;3,06;0,67;0,48;12,4;0,09;6
2825;6,3;0,047;0,38;52;172;0,99573;3,18;0,87;0,53;9,5;0,11;6
2826;3,3;0,048;0,38;41;161;0,99256;3,16;0,74;0,5;10,5;0,11;6
2827;8;0,053;0,38;52;196;0,9959;3,23;0,58;0,48;9,1;0,13;6
2828;1,2;0,034;0,38;53;138;0,99084;3,38;0,38;0,35;11,5;0,1;7
2829;1,2;0,034;0,38;53;138;0,99084;3,38;0,12;0,35;11,5;0,09;7
2830;16,2;0,044;0,38;31;170;0,99644;3,17;0,64;0,37;11,2;0,11;5
2831;11,6;0,05;0,38;59;140;0,99526;3,22;0,83;0,4;10,8;0,1;5
2832;7,2;0,064;0,38;31;186;0,9954;3,12;0,54;0,44;9,4;0,12;5
2833;1,1;0,031;0,38;13;73;0,99095;3,17;0,45;0,58;11;0,11;6
2834;3,4;0,048;0,38;22;112;0,99188;3,21;0,94;0,37;11,3;0,09;7
2835;1,4;0,041;0,38;51;117;0,9909;3,28;0,88;0,38;11,2;0,09;6
2836;3,3;0,048;0,38;41;161;0,99256;3,16;0,55;0,5;10,5;0,11;6
2837;8;0,053;0,38;52;196;0,9959;3,23;0,48;0,48;9,1;0,12;6
2838;9,3;0,05;0,38;35;154;0,99581;3,21;0,18;0,5;10,4;0,1;6
2839;2,3;0,033;0,38;14;82;0,99132;3,1;0,48;0,58;11,2;0,1;7
2840;0,9;0,034;0,38;34;89;0,98936;3,14;0,08;0,36;11,1;0,1;7
2841;3,5;0,036;0,38;23;92;0,99136;3,18;0,69;0,38;11,2;0,09;6
2842;1,7;0,036;0,38;17;98;0,99142;3,29;0,94;0,39;10,5;0,1;6
2843;1,3;0,047;0,38;23;92;0,99232;3,2;0,75;0,45;10;0,11;6
2844;1,3;0,046;0,38;24;90;0,99232;3,2;0,36;0,47;10;0,11;6
2845;5,6;0,049;0,38;24;97;0,993;3,1;0,52;0,42;10,9;0,11;5
2846;7,4;0,028;0,38;16;87;0,99311;3,15;0,76;0,56;10,9;0,1;7
2847;2,3;0,033;0,38;14;82;0,99132;3,1;0,13;0,58;11,2;0,1;7
2848;1;0,035;0,38;40;86;0,98993;3,5;0,72;0,42;11,7;0,1;5
2849;1,5;0,033;0,38;55;144;0,99208;3,16;0,60;0,42;10;0,11;5
2850;10;0,169;0,38;22;210;0,99776;3,02;0,87;0,64;9,5;0,11;5
2851;14,9;0,053;0,38;55;136;0,99839;3,03;0,94;0,52;9;0,13;5
2852;9,3;0,052;0,38;19;86;0,99574;3,04;0,67;0,56;10;0,12;5
2853;1;0,041;0,38;37;154;0,99093;3,08;0,79;0,43;11,9;0,1;5
2854;1;0,028;0,38;40;101;0,99156;3,57;0,29;0,59;10,6;0,11;6
2855;5,9;0,047;0,38;29;101;0,99278;3,15;0,46;0,4;11;0,1;6
2856;5;0,027;0,38;46;143;0,9924;3,25;0,91;0,43;11,2;0,09;7
2857;1,25;0,034;0,38;29;129;0,98984;3,51;0,36;0,6;12;0,08;7
2858;3,9;0,027;0,38;39;96;0,99035;3,24;0,12;0,6;12,6;0,08;8
2859;5;0,027;0,38;46;143;0,9924;3,25;0,27;0,43;11,2;0,09;7
2860;0,8;0,034;0,38;48;113;0,99165;3,24;0,18;0,68;10,5;0,1;6
2861;1;0,037;0,38;66;144;0,9923;3,11;0,82;0,52;10,2;0,11;6
2862;5,9;0,047;0,38;29;101;0,99278;3,15;0,13;0,4;11;0,11;6
2863;1,6;0,028;0,38;12;90;0,99008;3,57;0,79;0,52;12,2;0,1;6
2864;1,3;0,036;0,38;19;76;0,98964;3,18;0,53;0,41;12,3;0,1;6
2865;1;0,028;0,38;40;101;0,99156;3,57;0,07;0,59;10,6;0,1;6
2866;1,1;0,032;0,38;33;115;0,9909;3,36;0,65;0,5;10,4;0,1;6
2867;1,25;0,034;0,38;29;129;0,98984;3,51;0,15;0,6;12;0,09;7
2868;1,4;0,021;0,38;22;121;0,9889;3,15;0,87;0,53;12,7;0,08;7
2869;1,2;0,018;0,38;18;128;0,99178;3,05;0,93;0,28;10,6;0,1;5
2870;5;0,028;0,38;25;108;0,99076;3,14;0,60;0,34;12,3;0,1;6
2871;1,4;0,021;0,38;22;121;0,9889;3,15;0,18;0,53;12,7;0,09;7
2872;1,7;0,037;0,38;20;84;0,99046;3,09;0,75;0,53;11,4;0,09;6
2873;1,8;0,029;0,38;93;161;0,98999;3,65;0,56;0,89;12;0,09;7
2874;1,6;0,045;0,38;38;95;0,98946;3,23;0,08;0,94;12,4;0,08;8
2875;1,5;0,03;0,38;74;121;0,98976;3,24;0,80;0,99;12,1;0,09;7
2876;1,7;0,037;0,38;20;84;0,99046;3,09;0,33;0,53;11,4;0,1;6
2877;13,9;0,04;0,38;57;135;0,99672;3,21;0,47;0,38;10,7;0,11;5
2878;5,9;0,045;0,38;75;162;0,99482;2,97;0,88;0,4;9,3;0,11;5
2879;2,1;0,027;0,38;35;138;0,98945;3,37;0,48;0,42;12,7;0,1;6
2880;1,1;0,029;0,38;24;88;0,98883;3,18;0,77;0,39;11,7;0,09;6
2881;6,7;0,039;0,38;22;64;0,99362;2,93;0,61;0,49;10,7;0,11;5
2882;2,7;0,033;0,38;38;94;0,99075;2,99;0,04;0,43;11,8;0,09;7
2883;6,7;0,039;0,38;37;125;0,99436;3,2;0,91;0,39;9,9;0,12;5
2884;3,95;0,047;0,38;16;81;0,98988;3,23;0,05;0,53;13,4;0,08;7
2885;7,75;0,032;0,38;30;114;0,99158;3,12;0,56;0,64;12,8;0,08;7
2886;10,6;0,033;0,38;24;87;0,99265;3,15;0,09;0,45;12,8;0,09;6
2887;1,6;0,042;0,38;18;101;0,99195;3,13;0,65;0,41;10,5;0,11;5
2888;2,5;0,032;0,38;24;84;0,99168;3,31;0,11;0,55;11,5;0,1;5
2889;0,7;0,04;0,38;5;25;0,9918;3,04;0,50;0,37;10,5;0,11;4
2890;11,1;0,032;0,38;21;132;0,99313;2,95;0,91;0,39;13;0,08;6
2891;5,15;0,035;0,38;64;138;0,9895;3,19;0,87;0,34;12,4;0,09;8
2892;4,7;0,041;0,38;40;148;0,9932;3,16;0,40;0,35;10,2;0,1;6
2893;9,7;0,054;0,38;67;234;0,99848;3,23;0,59;0,5;9;0,12;5
2894;1,7;0,038;0,38;85;153;0,9909;3,33;0,86;0,86;12;0,09;7
2895;1,4;0,044;0,38;22;68;0,99014;3,15;0,24;0,5;11,7;0,1;7
2896;2;0,054;0,38;20;180;0,9952;3,58;0,32;0,57;10;0,11;5
2897;7,5;0,055;0,38;42;218;0,99652;3,37;0,78;0,54;10,3;0,11;5
2898;9,7;0,054;0,38;67;234;0,99848;3,23;0,39;0,5;9;0,12;5
2899;0,8;0,032;0,38;25;78;0,99104;2,99;0,52;0,38;11,1;0,11;5
2900;13,1;0,05;0,38;59;150;0,99772;3,31;0,96;0,46;9;0,13;5
2901;1,1;0,031;0,38;37;97;0,9922;3,4;0,31;0,58;10,5;0,1;6
2902;2,2;0,028;0,38;36;92;0,99076;3,27;0,58;0,59;11,9;0,1;7
2903;8,9;0,036;0,38;38;155;0,99622;3,27;0,21;0,5;9,4;0,12;5
2904;1,1;0,035;0,38;26;81;0,9902;3,31;0,03;0,52;11,4;0,09;6
2905;0,9;0,034;0,38;40;114;0,99114;3,31;0,54;0,58;10,8;0,1;7
2906;1,7;0,073;0,38;40;157;0,9938;3,1;0,58;0,46;9,8;0,11;5
2907;6,9;0,047;0,38;59;183;0,99594;3,2;0,86;0,45;9,3;0,12;5
2908;1,1;0,035;0,38;26;81;0,9902;3,31;0,23;0,52;11,4;0,09;6
2909;1;0,031;0,38;22;73;0,99035;3,24;0,73;0,52;11,3;0,11;6
2910;1;0,031;0,38;23;73;0,99032;3,23;0,80;0,52;11,3;0,1;6
2911;7,6;0,031;0,38;49;170;0,99558;3,22;0,06;0,48;9,5;0,12;5
2912;8,9;0,036;0,38;38;155;0,99622;3,27;0,05;0,5;9,4;0,12;5
2913;2,2;0,028;0,38;36;92;0,99076;3,27;0,08;0,59;11,9;0,09;7
2914;1,2;0,046;0,38;49;199;0,99413;3,03;0,23;0,38;9,3;0,12;5
2915;1;0,041;0,38;22;81;0,99043;3,03;0,64;0,54;11,4;0,1;6
2916;1;0,041;0,38;22;81;0,99043;3,03;0,68;0,54;11,4;0,11;6
2917;3,1;0,053;0,38;57;128;0,98982;3,22;0,57;0,39;12,7;0,09;6
2918;1,95;0,033;0,38;26;118;0,98934;3,2;0,69;0,45;13,5;0,09;7
2919;2,2;0,019;0,38;15;65;0,9902;3,06;0,84;0,52;11,2;0,11;6
2920;8,75;0,038;0,38;38;118;0,99449;3,19;0,95;0,41;10,7;0,11;5
2921;11,9;0,032;0,38;13;92;0,99629;3,01;0,83;0,46;10,8;0,1;4
2922;2,7;0,054;0,38;27;202;0,9948;3,46;0,77;0,57;10,5;0,11;6
2923;5,45;0,014;0,38;44;137;0,98984;3,13;0,17;0,32;13;0,09;8
2924;6,3;0,029;0,38;41;131;0,99326;3,08;0,89;0,49;10,8;0,11;6
2925;14,4;0,046;0,38;39;118;0,99834;3,05;0,69;0,5;9,1;0,13;6
2926;7,8;0,038;0,38;67;196;0,99555;3,1;0,73;0,5;10,1;0,11;5
2927;1,6;0,028;0,38;13;59;0,98975;3,3;0,43;0,84;11,9;0,09;8
2928;9,1;0,036;0,38;45;140;0,99216;2,98;0,88;0,31;12;0,09;7
2929;9,1;0,036;0,38;45;140;0,99216;2,98;0,51;0,31;12;0,09;7
2930;14,4;0,046;0,38;39;118;0,99834;3,05;0,11;0,5;9,1;0,12;6
2931;1,3;0,041;0,38;81;147;0,9901;3,22;0,59;0,95;11,6;0,09;8
2932;1,6;0,028;0,38;13;59;0,98975;3,3;0,91;0,84;11,9;0,09;8
2933;11,3;0,038;0,38;69;192;0,99573;3,14;0,00;0,5;10,2;0,11;6
2934;6,3;0,029;0,38;41;131;0,99326;3,08;0,61;0,49;10,8;0,1;6
2935;0,7;0,028;0,38;11;66;0,99215;3,3;0,69;0,4;9,8;0,11;5
2936;1,25;0,023;0,38;3;89;0,98993;2,95;0,36;0,3;11,4;0,1;4
2937;0,7;0,03;0,38;11;68;0,99218;3,3;0,58;0,41;9,8;0,12;5
2938;7,8;0,038;0,38;67;196;0,99555;3,1;0,28;0,5;10,1;0,11;5
2939;10,3;0,039;0,38;41;98;0,99564;3,19;0,55;0,38;9,8;0,12;8
2940;10,3;0,039;0,38;41;98;0,99564;3,19;0,36;0,38;9,8;0,11;8
2941;7,8;0,036;0,38;49;128;0,99397;3,21;0,54;0,4;10,7;0,11;6
2942;8,7;0,022;0,38;14;111;0,99576;3,11;0,49;0,61;10,6;0,1;5
2943;8,3;0,037;0,38;49;173;0,99601;3,17;0,15;0,47;9,3;0,12;5
2944;10,3;0,039;0,38;41;98;0,99564;3,19;0,84;0,38;9,8;0,12;8
2945;7,8;0,036;0,38;49;128;0,99397;3,21;0,08;0,4;10,7;0,11;6
2946;1,2;0,016;0,38;39;150;0,98713;3,33;0,86;0,59;14;0,08;8
2947;8,3;0,026;0,38;27;107;0,99308;3,36;0,93;0,37;11;0,1;6
2948;8,3;0,026;0,38;27;107;0,99308;3,36;0,77;0,37;11;0,11;6
2949;6,2;0,049;0,38;55;182;0,99582;3,21;0,05;0,45;9,4;0,13;6
