ID;density;pH;sulphates;magnesium;alcohol;lightness;quality
930;0,99;3,30;0,73;0,89;12,00;0,088;7,00
931;1,00;3,69;0,73;0,80;10,50;0,098;5,00
932;1,00;3,48;0,65;0,63;9,80;0,106;5,00
933;1,00;3,45;0,59;0,09;9,50;0,107;6,00
934;1,00;3,48;0,65;0,50;9,80;0,105;5,00
935;1,00;3,69;0,73;0,73;10,50;0,100;5,00
936;1,00;3,39;0,72;0,35;11,80;0,087;6,00
937;1,00;3,39;0,72;0,34;11,80;0,093;6,00
938;1,00;3,07;0,60;0,74;10,40;0,100;4,00
939;0,99;3,34;0,72;0,27;12,90;0,079;7,00
940;0,99;3,61;0,54;0,82;11,40;0,089;5,00
941;1,00;3,36;0,76;0,80;12,40;0,082;7,00
942;0,99;3,19;0,52;0,98;12,50;0,083;7,00
943;1,00;3,22;0,64;0,43;10,00;0,107;7,00
944;1,00;3,24;0,60;0,73;9,70;0,105;7,00
945;0,99;3,27;0,64;0,47;12,10;0,089;7,00
946;1,00;3,14;0,79;0,39;11,10;0,099;7,00
947;1,00;3,29;0,99;0,63;12,00;0,093;7,00
948;0,99;3,26;0,62;0,37;12,40;0,084;7,00
949;1,00;;0,76;0,69;11,90;0,086;7,00
950;1,00;3,41;0,76;0,88;11,90;0,084;7,00
951;1,00;3,41;0,76;0,04;11,90;0,094;7,00
952;0,99;3,26;0,62;0,67;12,40;0,086;7,00
953;1,00;3,31;0,68;0,66;11,20;0,096;7,00
954;0,99;3,20;0,69;0,47;12,10;0,090;7,00
955;1,00;3,44;0,54;0,97;12,20;0,084;6,00
956;1,00;3,36;0,67;0,99;10,40;0,098;5,00
957;1,00;3,31;0,62;0,31;11,30;0,095;6,00
958;1,00;3,29;0,58;0,11;11,10;0,097;6,00
959;1,00;3,47;0,71;0,46;11,30;0,091;7,00
960;1,00;3,36;0,61;0,65;10,00;0,108;5,00
961;1,00;3,16;0,85;0,10;11,10;0,098;6,00
962;1,00;3,27;0,62;0,17;9,30;0,112;5,00
963;1,00;3,38;0,69;0,12;9,50;0,106;5,00
964;1,00;3,15;0,69;0,91;11,20;0,098;6,00
965;1,00;3,16;0,85;0,17;11,10;0,093;6,00
966;1,00;3,34;0,86;0,05;11,00;0,098;6,00
967;1,00;3,13;0,58;0,48;11,90;0,093;7,00
968;1,00;3,13;0,48;0,67;9,20;0,114;5,00
969;0,99;3,20;0,60;0,03;12,20;0,090;6,00
970;1,00;3,46;0,61;0,63;10,20;0,103;5,00
971;1,00;3,33;0,87;0,11;10,90;0,097;6,00
972;1,00;3,33;0,87;0,59;10,90;0,096;6,00
973;1,00;3,22;0,65;0,40;11,60;0,087;7,00
974;1,00;3,52;0,63;0,69;10,70;0,101;5,00
975;1,00;3,30;0,62;0,59;12,10;0,090;7,00
976;1,00;3,44;0,52;0,24;9,40;0,114;5,00
977;1,00;3,44;0,52;0,24;9,40;0,111;5,00
978;1,00;3,15;0,50;0,84;9,10;0,111;5,00
979;0,99;3,28;0,49;0,69;11,30;0,092;7,00
980;1,00;3,13;0,63;0,63;10,40;0,100;5,00
981;1,00;3,32;0,71;0,84;10,50;0,103;6,00
982;1,00;3,25;0,62;0,07;10,00;0,100;5,00
983;0,99;3,34;0,82;0,25;12,90;0,081;6,00
984;1,00;3,32;0,71;0,53;10,50;0,105;6,00
985;1,00;3,13;0,63;0,24;10,40;0,104;5,00
986;1,00;3,45;0,58;0,35;11,30;0,089;6,00
987;0,99;3,19;0,55;0,86;11,40;0,097;7,00
988;1,00;3,44;0,50;0,70;9,40;0,110;5,00
989;1,00;3,16;0,49;0,66;9,40;0,110;5,00
990;1,00;3,14;0,51;0,76;10,90;0,094;6,00
991;1,00;3,16;0,49;0,50;9,40;0,115;5,00
992;1,00;11,20;0,48;0,56;9,40;0,108;5,00
993;1,00;3,36;0,48;0,53;9,40;0,115;6,00
994;1,00;3,45;0,48;0,26;9,40;0,109;5,00
995;1,00;3,15;0,43;0,52;9,40;0,111;5,00
996;1,00;3,39;0,62;0,89;10,10;0,108;6,00
997;0,99;3,71;0,63;0,27;12,80;0,086;7,00
998;0,99;3,71;0,63;0,02;12,80;0,087;7,00
999;1,00;3,12;0,48;0,02;9,10;0,113;6,00
1000;0,99;3,47;0,53;0,71;12,90;0,080;6,00
1001;0,99;3,44;0,72;0,82;11,50;0,092;7,00
1002;1,00;3,26;0,82;0,62;10,60;0,103;7,00
1003;1,00;3,26;0,84;0,97;11,70;0,093;7,00
1004;0,99;3,36;0,55;0,55;12,80;0,081;7,00
1005;1,00;3,25;0,54;0,29;10,30;0,103;5,00
1006;0,99;3,36;0,55;0,38;12,80;0,080;7,00
1007;1,00;3,26;0,84;0,58;11,70;0,089;7,00
1008;1,00;3,26;0,84;0,53;11,70;0,088;7,00
1009;1,00;3,23;0,70;0,29;12,00;0,088;7,00
1010;1,00;3,18;0,68;0,49;10,90;0,099;5,00
1011;0,99;3,25;0,55;0,30;12,30;0,082;7,00
1012;1,00;3,17;0,55;0,41;10,40;0,100;6,00
1013;1,00;3,23;0,48;0,41;10,00;0,101;5,00
1014;1,00;3,38;0,58;0,57;10,00;0,103;6,00
1015;0,99;3,22;0,58;0,72;11,20;0,097;6,00
1016;1,00;3,06;0,84;0,77;11,40;0,088;6,00
1017;0,99;3,27;0,75;0,07;12,60;0,087;7,00
1018;0,99;2,89;0,44;0,65;12,70;0,082;6,00
1019;0,99;2,89;0,44;0,70;12,70;0,087;6,00
1020;1,00;3,53;0,61;0,02;10,40;0,101;5,00
1021;1,00;3,20;0,53;0,58;11,90;0,089;6,00
1022;1,00;3,20;0,53;0,17;11,90;0,085;6,00
1023;1,00;3,35;0,54;0,37;10,50;0,098;5,00
1024;1,00;3,27;0,55;0,67;12,30;0,090;6,00
1025;1,00;3,32;0,56;0,90;10,50;0,104;7,00
1026;1,00;3,33;0,60;0,52;10,40;0,105;6,00
1027;0,99;99,99;0,56;0,26;12,60;0,087;6,00
1028;0,99;3,49;0,52;0,93;11,60;0,090;5,00
1029;1,00;3,37;0,54;0,12;10,10;0,103;6,00
1030;1,00;3,32;0,56;0,88;10,50;0,097;7,00
1031;0,99;3,42;0,55;0,36;11,50;0,097;7,00
1032;1,00;3,35;0,58;0,97;11,00;0,097;7,00
1033;1,00;3,36;0,53;0,22;9,60;0,105;5,00
1034;1,00;3,30;0,59;0,79;10,40;0,105;6,00
1035;1,00;3,20;0,47;0,57;9,70;0,112;6,00
1036;1,00;3,17;0,65;0,91;10,60;0,102;7,00
1037;0,99;3,22;0,59;0,25;12,50;0,082;7,00
1038;1,00;3,35;0,56;0,57;9,20;0,112;5,00
1039;1,00;3,24;0,77;0,50;12,60;0,083;7,00
1040;1,00;3,33;0,83;0,56;11,10;0,090;6,00
1041;1,00;3,58;0,67;0,60;10,20;0,107;5,00
1042;1,00;3,38;0,64;0,52;9,80;0,107;6,00
1043;1,00;3,33;0,83;0,50;11,10;0,091;6,00
1044;1,00;3,29;0,81;0,09;10,90;0,101;7,00
1045;0,99;3,36;0,62;0,02;12,20;0,089;6,00
1046;0,99;3,32;0,58;0,63;11,40;0,093;6,00
1047;1,00;3,31;0,62;0,40;10,70;0,098;6,00
1048;1,00;3,49;0,64;0,02;10,40;0,098;5,00
1049;1,00;3,27;0,78;0,52;10,90;0,101;6,00
1050;1,00;3,27;0,77;0,07;10,80;0,096;6,00
1051;1,00;3,49;0,64;0,54;10,40;0,099;5,00
1052;1,00;3,03;1,34;0,71;9,20;0,110;5,00
1053;0,99;3,56;0,55;0,40;12,90;0,083;5,00
1054;0,99;3,38;0,77;0,82;12,70;0,083;7,00
1055;1,00;3,13;0,62;0,17;9,10;0,112;6,00
1056;1,00;3,13;0,62;0,44;9,10;0,115;6,00
1057;1,00;3,21;0,59;0,05;12,10;0,089;7,00
1058;1,00;3,15;0,57;0,86;9,10;0,112;5,00
1059;1,00;3,19;0,76;0,65;11,60;0,091;7,00
1060;1,00;3,21;0,59;0,20;12,10;0,089;7,00
1061;1,00;3,14;0,70;0,67;9,90;0,105;6,00
1062;0,99;3,21;0,69;0,76;12,50;0,084;8,00
1063;1,00;3,30;0,64;0,02;11,40;0,090;6,00
1064;1,00;3,22;0,63;0,51;11,80;0,087;6,00
1065;0,99;3,28;0,57;0,91;11,80;0,087;6,00
1066;1,00;3,29;0,60;0,37;10,20;0,108;6,00
1067;0,99;3,40;0,72;0,18;12,50;0,081;7,00
1068;1,00;3,02;0,83;0,04;10,90;0,097;7,00
1069;1,00;99,99;0,83;0,63;10,90;0,095;7,00
1070;1,00;3,31;0,62;0,93;10,80;0,101;5,00
1071;0,99;3,18;0,89;0,78;11,10;0,091;7,00
1072;1,00;3,20;0,58;0,81;9,20;0,118;5,00
1073;1,00;3,40;0,58;0,89;9,50;0,112;6,00
1074;1,00;3,31;0,58;0,62;10,70;0,102;6,00
1075;1,00;3,20;0,58;0,63;9,20;0,112;5,00
1076;1,00;3,44;0,86;0,67;10,20;0,102;7,00
1077;1,00;3,15;0,73;0,26;11,40;0,089;6,00
1078;1,00;3,27;0,58;0,06;11,00;0,101;5,00
1079;1,00;3,27;0,58;0,06;11,00;0,095;5,00
1080;0,99;3,01;0,51;0,03;12,30;0,085;7,00
1081;0,99;3,16;0,51;0,29;11,80;0,091;6,00
1082;0,99;3,01;0,51;0,25;12,30;0,083;7,00
1083;1,00;3,42;0,59;0,87;9,50;0,110;6,00
1084;1,00;3,33;0,77;0,97;12,00;0,085;6,00
1085;1,00;3,42;0,59;0,63;9,50;0,109;6,00
1086;1,00;3,12;0,49;0,94;9,60;0,106;5,00
1087;1,00;3,38;0,66;0,09;11,60;0,096;7,00
1088;0,99;3,29;0,69;0,80;11,20;0,096;6,00
1089;1,00;3,02;0,76;0,82;9,90;0,110;7,00
1090;1,00;3,02;0,76;0,66;9,90;0,108;7,00
1091;0,99;2,98;0,63;0,41;11,80;0,090;8,00
1092;1,00;3,35;0,60;0,33;11,40;0,096;6,00
1093;0,99;3,43;0,59;0,67;11,50;0,088;6,00
1094;1,00;3,33;0,86;0,32;12,00;0,088;7,00
1095;1,00;3,35;0,49;0,99;10,80;0,098;6,00
1096;1,00;3,15;0,50;0,10;10,50;0,098;5,00
1097;1,00;3,35;0,49;0,69;10,80;0,100;6,00
1098;1,00;3,20;0,52;0,17;9,40;0,111;5,00
1099;0,99;3,15;0,81;0,98;12,50;0,087;7,00
1100;1,00;3,20;0,52;0,74;9,40;0,109;5,00
1101;0,99;3,11;0,78;0,31;12,40;0,086;6,00
1102;0,99;3,35;0,63;0,11;12,00;0,085;6,00
1103;0,99;3,45;0,54;0,24;11,20;0,094;6,00
1104;0,99;3,35;0,63;0,16;12,00;0,091;6,00
1105;0,99;3,28;0,66;0,61;12,40;0,082;6,00
1106;0,99;3,41;0,60;0,81;12,80;0,085;5,00
1107;0,99;3,21;0,54;0,41;12,30;0,086;6,00
1108;1,00;3,27;0,85;0,73;11,70;0,094;7,00
1109;1,00;3,36;0,49;0,84;9,50;0,114;5,00
1110;1,00;3,17;0,76;0,73;10,80;0,102;6,00
1111;1,00;3,25;0,64;0,42;10,00;0,108;6,00
1112;0,99;3,78;0,64;0,36;12,30;0,089;7,00
1113;0,99;3,29;0,71;0,19;11,00;0,096;6,00
1114;1,00;3,12;0,59;0,74;9,50;0,111;6,00
1115;0,99;3,49;0,66;0,25;13,60;0,080;6,00
1116;1,00;3,38;0,60;0,67;11,30;0,098;6,00
1117;1,00;3,38;0,60;0,37;11,30;0,090;6,00
1118;1,00;3,38;0,60;0,09;11,30;0,096;6,00
1119;0,99;3,30;0,53;0,74;13,30;0,083;6,00
1120;0,99;3,52;0,58;0,15;12,90;0,086;5,00
1121;0,99;3,20;0,72;0,76;13,10;0,080;8,00
1122;0,99;3,44;0,55;0,08;12,30;0,086;6,00
1123;0,99;3,45;0,48;1,00;12,30;0,089;6,00
1124;1,00;3,12;0,65;0,67;11,20;0,099;6,00
1125;1,00;3,62;0,62;0,00;11,50;0,094;4,00
1126;0,99;3,14;0,59;0,12;11,30;0,090;7,00
1127;0,99;3,39;0,54;0,82;13,50;0,081;6,00
1128;0,99;3,51;0,60;0,81;11,50;0,097;6,00
1129;1,00;3,22;0,68;0,92;10,00;0,104;5,00
1130;1,00;3,21;0,69;0,17;10,50;0,101;6,00
1131;1,00;3,18;0,63;0,48;10,40;0,103;6,00
1132;0,99;3,32;0,44;0,74;9,50;0,106;5,00
1133;0,99;3,38;0,88;0,73;13,60;0,081;7,00
1134;1,00;3,37;0,68;0,86;11,20;0,089;7,00
1135;1,00;3,30;0,74;0,69;11,80;0,090;7,00
1136;0,99;3,38;0,60;0,04;11,90;0,088;6,00
1137;1,00;3,22;0,76;0,81;11,40;0,094;6,00
1138;1,00;3,22;0,76;0,64;11,40;0,093;6,00
1139;1,00;3,14;0,58;0,53;9,10;0,116;5,00
1140;1,00;3,34;0,64;0,72;9,50;0,107;6,00
1141;1,00;3,41;0,65;0,81;9,50;0,113;6,00
1142;1,00;3,27;0,85;0,54;11,00;0,092;6,00
1143;0,99;3,30;0,65;0,18;11,40;0,089;6,00
1144;1,00;3,61;0,82;0,09;10,00;0,104;6,00
1145;1,00;3,43;0,62;0,06;10,10;0,105;5,00
1146;1,00;3,53;0,81;0,45;10,40;0,097;6,00
1147;1,00;3,28;0,87;0,07;9,80;0,109;6,00
1148;1,00;3,21;0,49;0,46;11,80;0,093;7,00
1149;1,00;3,39;0,66;0,23;11,60;0,096;6,00
1150;1,00;3,23;0,52;0,23;12,00;0,093;6,00
1151;0,99;3,30;0,76;0,39;12,80;0,086;7,00
1152;0,99;3,46;0,65;0,22;12,50;0,087;6,00
1153;1,00;3,15;0,53;0,70;9,80;0,109;5,00
1154;1,00;3,23;0,66;0,02;11,10;0,099;6,00
1155;1,00;3,59;0,68;0,92;11,40;0,098;6,00
1156;1,00;3,15;0,53;0,19;9,80;0,110;5,00
1157;1,00;3,33;0,76;0,32;11,80;0,088;7,00
1158;0,99;3,46;0,87;0,37;12,90;0,085;7,00
1159;1,00;3,42;1,16;0,59;10,60;0,095;6,00
1160;1,00;3,16;0,67;0,37;10,80;0,093;5,00
1161;1,00;3,14;0,72;0,03;11,10;0,096;7,00
1162;1,00;3,21;0,75;0,99;10,20;0,100;6,00
1163;0,99;;0,71;0,39;11,80;0,093;7,00
1164;1,00;;0,67;0,58;10,00;0,105;5,00
1165;1,00;;0,67;0,79;10,00;0,102;5,00
1166;1,00;3,01;1,10;0,84;9,40;0,107;5,00
1167;1,00;2,94;0,98;0,97;10,20;0,098;5,00
1168;1,00;3,32;0,88;0,71;12,40;0,082;7,00
1169;0,99;3,21;0,56;0,74;12,00;0,086;6,00
1170;1,00;3,32;0,62;0,14;11,50;0,092;6,00
1171;1,00;3,20;0,67;0,95;10,50;0,102;6,00
1172;1,00;3,42;0,68;0,09;10,80;0,102;6,00
1173;1,00;3,27;0,74;0,23;12,30;0,084;6,00
1174;1,00;3,46;0,62;0,40;9,50;0,112;6,00
1175;1,00;3,46;0,62;0,01;9,50;0,114;6,00
1176;1,00;3,61;0,70;0,94;11,50;0,092;6,00
1177;1,00;3,58;0,50;0,49;11,20;0,095;4,00
1178;0,99;3,35;0,66;0,25;12,70;0,087;7,00
1179;0,99;3,68;0,73;0,52;11,40;0,090;5,00
1180;1,00;3,27;0,81;0,64;11,00;0,101;6,00
1181;1,00;3,27;0,81;0,95;11,00;0,096;6,00
1182;0,99;3,19;0,46;0,50;11,40;0,097;5,00
1183;1,00;3,38;0,86;0,02;10,50;0,096;6,00
1184;1,00;3,29;0,60;0,67;9,30;0,114;5,00
1185;1,00;3,36;0,70;0,60;10,90;0,099;5,00
1186;0,99;3,33;0,46;0,03;11,90;0,093;6,00
1187;1,00;3,52;0,50;0,76;12,20;0,082;5,00
1188;0,99;3,33;0,46;0,58;11,90;0,089;6,00
1189;1,00;3,36;0,70;0,93;10,90;0,101;5,00
1190;1,00;3,30;0,44;0,67;9,60;0,110;4,00
1191;1,00;3,28;0,57;0,01;12,50;0,087;6,00
1192;1,00;3,56;0,51;0,08;10,80;0,102;5,00
1193;0,99;3,52;0,80;0,51;12,40;0,089;7,00
1194;1,00;3,56;0,51;0,18;10,80;0,100;5,00
1195;1,00;3,22;0,59;0,79;9,50;0,115;6,00
1196;1,00;3,52;0,60;0,82;9,50;0,105;6,00
1197;1,00;3,21;0,58;0,05;9,50;0,111;6,00
1198;0,99;3,16;0,54;0,56;9,80;0,107;6,00
1199;1,00;3,15;0,79;0,28;10,90;0,097;6,00
1200;1,00;3,21;0,58;0,48;9,50;0,108;6,00
1201;0,99;3,16;0,54;0,24;9,80;0,103;6,00
1202;0,99;3,27;0,54;0,37;11,20;0,091;7,00
1203;1,00;3,35;0,69;0,39;11,70;0,093;8,00
1204;1,00;3,14;0,55;0,76;9,40;0,116;5,00
1205;1,00;3,40;0,85;0,30;11,00;0,095;7,00
1206;1,00;3,40;0,85;0,16;11,00;0,095;7,00
1207;1,00;3,40;0,85;0,02;11,00;0,092;7,00
1208;1,00;3,35;0,94;0,32;10,00;0,105;5,00
1209;1,00;3,40;0,85;0,67;11,00;0,098;7,00
1210;0,99;3,45;0,87;0,87;11,20;0,095;7,00
1211;0,99;3,35;0,62;0,74;10,40;0,096;6,00
1212;1,00;3,32;0,62;0,58;9,30;0,117;5,00
1213;0,99;3,35;0,62;0,38;10,40;0,106;6,00
1214;1,00;3,15;0,75;0,12;10,50;0,096;6,00
1215;1,00;3,10;0,48;0,64;10,40;0,102;6,00
1216;0,99;3,26;0,56;0,83;11,30;0,092;6,00
1217;1,00;3,29;0,69;0,54;9,50;0,114;6,00
1218;0,99;3,23;0,81;0,45;12,00;0,086;6,00
1219;1,00;3,24;0,69;0,94;10,60;0,096;6,00
1220;0,99;3,20;0,83;0,88;10,90;0,092;6,00
1221;1,00;3,28;0,77;0,55;11,50;0,093;6,00
1222;1,00;3,28;0,77;0,48;11,50;0,089;6,00
1223;1,00;3,26;0,46;0,18;9,60;0,110;6,00
1224;1,00;3,23;0,76;0,48;12,00;0,087;6,00
1225;1,00;3,07;0,82;0,08;10,30;0,097;6,00
1226;1,00;3,15;0,51;0,69;9,40;0,115;5,00
1227;1,00;3,02;0,47;0,94;9,20;0,117;5,00
1228;1,00;3,27;0,72;0,75;9,60;0,108;5,00
1229;0,99;3,68;0,73;0,36;13,60;0,074;7,00
1230;1,00;3,40;0,64;0,52;9,50;0,105;5,00
1231;0,99;3,37;0,78;0,76;11,80;0,093;6,00
1232;1,00;3,38;0,62;0,13;10,80;0,097;5,00
1233;1,00;3,40;0,64;0,72;9,50;0,113;5,00
1234;1,00;3,23;0,49;0,60;9,30;0,116;4,00
1235;0,99;3,39;0,40;0,87;12,80;0,079;6,00
1236;1,00;3,30;0,56;0,94;11,50;0,097;4,00
1237;1,00;3,26;0,64;0,67;9,40;0,116;6,00
1238;0,99;3,39;0,40;0,79;12,80;0,083;6,00
1239;1,00;3,38;0,46;0,29;9,60;0,108;4,00
1240;0,99;3,45;0,56;0,46;11,80;0,092;4,00
1241;0,99;3,10;0,40;0,91;9,30;0,114;5,00
1242;1,00;3,16;0,59;0,36;9,80;0,104;5,00
1243;0,99;3,22;0,60;0,12;12,20;0,089;6,00
1244;1,00;3,37;0,62;0,27;9,50;0,107;5,00
1245;1,00;3,33;0,54;0,18;10,30;0,106;6,00
1246;1,00;3,49;0,68;0,82;10,50;0,099;5,00
1247;1,00;3,12;0,48;0,13;10,00;0,109;5,00
1248;1,00;3,49;0,68;0,79;10,50;0,098;5,00
1249;0,99;3,41;0,75;0,53;11,10;0,094;6,00
1250;1,00;3,40;0,61;0,07;10,90;0,100;6,00
1251;1,00;3,40;0,61;0,65;10,90;0,095;6,00
1252;1,00;3,28;0,59;0,15;9,80;0,105;5,00
1253;1,00;3,45;0,58;0,87;9,80;0,103;5,00
1254;1,00;3,43;0,58;0,93;9,50;0,115;5,00
1255;1,00;3,40;0,69;0,60;10,90;0,099;5,00
1256;0,99;3,47;0,45;0,18;11,00;0,095;5,00
1257;0,99;3,10;0,42;0,75;9,20;0,111;5,00
1258;1,00;3,32;0,70;0,56;11,00;0,097;6,00
1259;1,00;3,44;0,63;0,08;11,30;0,090;6,00
1260;1,00;3,44;0,63;0,80;11,30;0,097;6,00
1261;1,00;3,02;1,15;0,33;9,30;0,116;5,00
1262;0,99;3,59;0,55;0,47;11,20;0,098;4,00
1263;1,00;3,15;0,58;0,88;9,80;0,109;5,00
1264;1,00;3,37;0,46;0,48;9,60;0,109;4,00
1265;0,99;3,38;0,72;0,77;11,80;0,085;6,00
1266;1,00;3,38;0,60;0,61;10,30;0,098;6,00
1267;1,00;3,38;0,60;0,04;10,30;0,100;6,00
1268;1,00;3,10;0,87;0,91;11,40;0,092;6,00
1269;1,00;3,47;0,55;0,05;9,50;0,108;6,00
1270;0,99;3,50;0,82;0,56;14,00;0,075;8,00
1271;0,99;3,70;0,75;0,09;14,00;0,076;6,00
1272;0,99;3,38;0,57;0,65;11,70;0,093;6,00
1273;0,99;3,50;0,53;0,11;11,20;0,091;5,00
1274;0,99;3,10;0,43;0,50;9,30;0,113;5,00
1275;0,99;3,24;0,53;0,91;11,20;0,092;6,00
1276;1,00;3,24;0,54;0,87;9,50;0,114;6,00
1277;1,00;3,28;0,56;0,40;12,00;0,089;4,00
1278;1,00;3,35;0,60;0,59;9,70;0,111;6,00
1279;1,00;3,24;0,54;0,86;9,50;0,107;6,00
1280;0,99;3,14;0,57;0,24;11,50;0,088;7,00
1281;1,00;3,37;0,64;0,32;10,40;0,097;6,00
1282;1,00;3,37;0,64;0,78;10,40;0,106;6,00
1283;1,00;3,33;0,68;0,39;10,90;0,093;6,00
1284;1,00;3,26;0,63;0,52;10,20;0,102;6,00
1285;0,99;3,39;0,56;0,96;10,90;0,101;5,00
1286;1,00;3,15;0,57;0,31;10,50;0,103;5,00
1287;0,99;3,35;0,54;0,58;12,40;0,090;6,00
1288;0,99;3,22;0,37;0,21;13,00;0,080;5,00
1289;1,00;3,30;1,17;0,03;10,20;0,102;5,00
1290;1,00;3,30;1,17;0,54;10,20;0,098;5,00
1291;1,00;3,36;0,59;0,58;11,00;0,096;5,00
1292;1,00;3,29;0,75;0,86;10,90;0,095;6,00
1293;0,99;3,62;0,67;0,23;12,40;0,087;6,00
1294;1,00;3,34;0,49;0,73;9,70;0,108;4,00
1295;1,00;3,29;0,75;0,80;10,90;0,092;6,00
1296;1,00;3,20;0,45;0,06;9,50;0,114;5,00
1297;1,00;3,20;0,45;0,05;9,50;0,107;5,00
1298;0,99;3,35;0,61;0,08;12,10;0,091;6,00
1299;0,99;3,45;0,56;0,23;12,20;0,089;6,00
1300;0,99;3,50;0,40;0,64;10,90;0,094;3,00
1301;0,99;3,78;0,61;0,68;12,50;0,087;6,00
1302;1,00;3,60;0,74;0,57;11,70;0,094;6,00
1303;1,00;3,30;0,80;0,69;11,20;0,092;6,00
1304;1,00;3,36;0,66;0,84;11,20;0,096;5,00
1305;1,00;3,12;0,44;0,95;9,20;0,109;5,00
1306;1,00;3,30;0,53;0,83;9,80;0,111;5,00
1307;1,00;3,29;0,62;0,77;10,10;0,109;5,00
1308;1,00;3,41;0,52;0,17;11,10;0,093;4,00
1309;1,00;3,29;0,62;0,89;10,10;0,105;5,00
1310;1,00;3,28;0,61;0,69;9,20;0,118;5,00
1311;1,00;3,30;0,53;0,73;9,80;0,106;5,00
1312;0,99;3,33;0,59;0,43;12,80;0,084;6,00
1313;1,00;3,34;0,47;0,88;10,50;0,100;5,00
1314;1,00;3,40;0,54;0,51;10,10;0,107;6,00
1315;1,00;3,40;0,53;0,11;10,10;0,102;6,00
1316;1,00;3,26;0,58;0,59;9,80;0,109;6,00
1317;0,99;4,01;0,59;0,91;12,50;0,089;6,00
1318;1,00;3,18;0,69;0,00;11,90;0,092;6,00
1319;1,00;3,26;0,58;0,61;9,80;0,112;6,00
1320;1,00;2,90;1,33;0,69;9,10;0,112;6,00
1321;1,00;3,26;0,66;0,36;10,10;0,102;5,00
1322;0,99;4,01;0,59;0,58;12,50;0,089;6,00
1323;0,99;3,18;0,55;0,28;11,40;0,093;5,00
1324;0,99;3,18;0,82;0,55;11,00;0,096;7,00
1325;0,99;3,39;0,60;0,36;10,60;0,096;6,00
1326;0,99;3,39;0,60;0,54;10,60;0,102;6,00
1327;0,99;3,39;0,60;0,49;10,60;0,103;6,00
1328;0,99;3,39;0,60;0,15;10,60;0,102;6,00
1329;1,00;3,34;0,52;0,84;9,30;0,113;5,00
1330;1,00;3,29;0,56;0,08;9,80;0,105;6,00
1331;1,00;3,29;0,56;0,86;9,80;0,104;6,00
1332;1,00;3,26;0,46;0,93;9,20;0,114;5,00
1333;1,00;3,09;0,43;0,77;9,70;0,111;6,00
1334;1,00;3,18;0,51;0,05;9,60;0,111;5,00
1335;1,00;3,39;0,52;0,49;10,00;0,104;5,00
1336;0,99;3,38;0,66;0,62;12,60;0,086;6,00
1337;0,99;3,36;0,45;0,07;9,50;0,109;5,00
1338;0,99;3,36;0,45;0,21;9,50;0,107;5,00
1339;0,99;3,36;0,45;0,96;9,50;0,113;5,00
1340;1,00;3,36;0,54;0,97;10,50;0,099;6,00
1341;1,00;3,36;0,54;0,60;10,50;0,100;6,00
1342;1,00;3,36;0,54;0,64;10,50;0,105;6,00
1343;1,00;3,37;0,51;0,07;10,40;0,098;6,00
1344;1,00;3,36;0,54;0,93;10,50;0,103;6,00
1345;1,00;3,09;0,53;0,57;11,00;0,100;5,00
1346;1,00;3,25;0,53;0,84;10,20;0,106;6,00
1347;0,99;3,52;0,56;0,22;11,40;0,091;5,00
1348;1,00;3,34;0,39;0,08;9,50;0,114;5,00
1349;1,00;3,34;0,39;0,85;9,50;0,109;5,00
1350;1,00;3,41;0,52;0,50;10,80;0,098;5,00
1351;1,00;3,34;0,57;0,81;10,00;0,102;5,00
1352;0,99;3,32;0,51;0,09;11,80;0,091;6,00
1353;1,00;3,37;0,46;0,20;10,30;0,106;5,00
1354;1,00;3,37;0,46;0,76;10,30;0,097;5,00
1355;1,00;3,35;0,52;0,47;10,00;0,108;5,00
1356;0,99;3,36;0,44;0,19;10,10;0,108;5,00
1357;0,99;3,36;0,44;0,34;10,10;0,099;5,00
1358;1,00;3,60;0,59;0,31;11,10;0,093;6,00
1359;1,00;3,28;0,50;0,76;9,50;0,115;5,00
1360;1,00;3,07;0,65;0,93;10,03;0,100;6,00
1361;1,00;3,24;0,56;0,62;10,90;0,099;5,00
1362;1,00;3,36;0,54;0,98;10,10;0,099;5,00
1363;1,00;3,07;0,65;0,05;10,03;0,105;6,00
1364;1,00;3,29;0,48;0,26;9,80;0,112;4,00
1365;1,00;3,46;0,53;0,75;11,80;0,091;6,00
1366;1,00;3,18;0,62;0,79;9,50;0,113;5,00
1367;1,00;3,24;0,50;0,16;9,80;0,112;5,00
1368;1,00;3,25;1,18;0,98;10,50;0,100;6,00
1369;1,00;3,27;0,50;0,37;9,80;0,111;6,00
1370;0,99;;0,37;0,05;10,40;0,103;4,00
1371;1,00;;1,17;0,91;9,20;0,111;5,00
1372;0,99;;1,03;0,70;11,60;0,092;6,00
1373;1,00;;1,17;0,89;9,20;0,115;5,00
1374;1,00;3,24;0,45;0,45;9,30;0,108;5,00
1375;0,99;3,32;0,51;0,36;9,80;0,107;3,00
1376;1,00;3,26;0,52;0,12;9,90;0,110;5,00
1377;0,99;3,11;0,46;0,88;10,00;0,102;5,00
1378;1,00;3,71;0,62;0,69;12,20;0,086;6,00
1379;1,00;3,29;0,51;0,83;9,90;0,105;6,00
1380;1,00;3,36;0,62;0,32;10,80;0,098;6,00
1381;1,00;3,36;0,62;0,82;10,80;0,101;6,00
1382;1,00;3,38;0,45;0,90;9,60;0,104;5,00
